subj,group,cond,cond_other,choice,rt,acc,x_gaze,x_emo,x_head,x_all,cond_other_emo_head,cond_other_emo,cond_other_head
13,3,1,1,1,1279,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,1,1,1,1657,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,1,1,1,2139,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,599,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,1,1,1,921,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,1,1,1,1346,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,842,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,2,1,2,890,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,1,1,1,1608,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,2,1,2,1378,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,1,1,2,1019,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,1,1,2,902,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,917,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,1,1,2,1368,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,1,1,1,1159,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,1,1,1,879,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,2,1,2,670,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,1,1,1,1777,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,853,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,1,1,1,1269,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,2103,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,2,1,2,1325,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,1,1,2,1595,0,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,2,1,2,710,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,1,1,1,1838,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,1088,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,2,1,2,1465,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,1,1,1,1629,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,2,1,2,688,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,2,1,2,664,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,1,1,1,913,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,2,1,2,1647,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,2,1,2,726,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,1,1,2,1349,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,1,1,1,1178,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,1,1,1,1423,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,713,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,2,1,2,1095,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,1,1,2,963,0,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,1,1,1,890,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,2,1,2,1320,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,2,1,2,1366,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,1,1,1,1301,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,1,1,1,1299,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,2,1,2,931,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,1,1,1,1138,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,1,1,1,791,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,1,1,1,869,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,576,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,1,1,1,592,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,2,1,2,1330,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,2,1,2,912,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
13,3,2,1,2,747,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,2,1,2,631,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
13,3,1,1,1,700,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
13,3,1,1,1,1212,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
13,3,2,1,2,600,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,1,1,1,1205,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,956,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,978,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,765,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,1,1,1,875,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,1120,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,1163,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,2075,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,1,1,1,912,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,1,1,1,771,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,1403,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,1267,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,1007,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,1217,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,1,1,1,1525,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
14,3,1,1,1,1088,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,1072,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,1,1,1,1278,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,1023,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,1532,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,1,1,1,833,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,1,1,1,1711,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,1,1,1,1545,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,851,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,1,1,1,836,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,1,1,1,624,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,1225,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,1728,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,911,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,687,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,913,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,1,1,1,849,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,1503,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,1345,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,1,1,1,1211,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
14,3,1,1,1,793,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
14,3,2,1,2,1158,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,1,1,1,1334,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
14,3,2,1,2,1060,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,1764,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,1400,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,1,1,1,1303,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,2030,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,1123,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,1102,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,1,1,1,1324,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
14,3,1,1,1,1600,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
14,3,2,1,2,1254,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,686,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,1,1,1,1263,1,Direct,Neutral,Deviated,Direct_Neutral_Deviated,3,1,2
14,3,2,1,2,832,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,753,1,Indirect,Neutral,Forward,Indirect_Neutral_Forward,1,1,1
14,3,2,1,2,1197,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,2,1,2,1393,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
14,3,1,1,1,875,1,Direct,Neutral,Forward,Direct_Neutral_Forward,1,1,1
14,3,2,1,2,1325,1,Indirect,Neutral,Deviated,Indirect_Neutral_Deviated,3,1,2
